"gender","event","medal","athlete","abb","year"
"Women","100 m Butterfly S13","Silver","COTE Kirby","CAN",2008
"Women","100 m Butterfly S13","Bronze","GOTELL Chelsey","CAN",2008
"Women","150 m Individual Medley SM4","Gold","LAURIDSEN Karina","DEN",2008
"Women","150 m Individual Medley SM4","Silver","JONKERS Marayke","AUS",2008
"Women","150 m Individual Medley SM4","Bronze","VALLE Patricia","MEX",2008
"Women","200 m Individual Medley SM6","Gold","UHL Miranda","USA",2008
"Women","200 m Individual Medley SM6","Silver","GOETZE Maria","GER",2008
"Women","200 m Individual Medley SM6","Bronze","JONES Natalie","GBR",2008
"Women","200 m Individual Medley SM7","Gold","POPOVICH Erin","USA",2008
"Women","200 m Individual Medley SM7","Silver","HUANG Min","CHN",2008
"Women","200 m Individual Medley SM7","Bronze","JORDAN Cortney","USA",2008
"Women","200 m Individual Medley SM8","Gold","LONG Jessica","USA",2008
"Women","200 m Individual Medley SM8","Silver","EVERLOVE Amanda","USA",2008
"Women","200 m Individual Medley SM8","Bronze","FREDERIKSEN Heather","GBR",2008
"Women","200 m Individual Medley SM9","Gold","DU TOIT Natalie","RSA",2008
"Women","200 m Individual Medley SM9","Silver","DIXON Stephanie","CAN",2008
"Women","200 m Individual Medley SM9","Bronze","WATKIN Louise","GBR",2008
"Women","200 m Individual Medley SM10","Gold","PASCOE Sophie","NZL",2008
"Women","200 m Individual Medley SM10","Silver","LORANDI Elodie","FRA",2008
"Women","200 m Individual Medley SM10","Bronze","PAWLIK Katarzyna","POL",2008
"Women","200 m Individual Medley SM12","Gold","SAVCHENKO Oxana","RUS",2008
"Women","200 m Individual Medley SM12","Silver","MENDAK Joanna","POL",2008
"Women","200 m Individual Medley SM12","Bronze","PELENDRITOU Karolina","CYP",2008
"Women","200 m Individual Medley SM13","Gold","GOTELL Chelsey","CAN",2008
"Women","200 m Individual Medley SM13","Silver","COTE Kirby","CAN",2008
"Women","200 m Individual Medley SM13","Bronze","GRAND-MAISON Valerie","CAN",2008
"Men","4x50 m Freestyle 20 pts","Gold","DU Jianping","CHN",2008
"Men","4x50 m Freestyle 20 pts","Gold","HE Junquan","CHN",2008
"Men","4x50 m Freestyle 20 pts","Gold","TANG Yuan","CHN",2008
"Men","4x50 m Freestyle 20 pts","Gold","YANG Yuanrun","CHN",2008
"Men","4x50 m Freestyle 20 pts","Silver","ORIBE Richard","ESP",2008
"Men","4x50 m Freestyle 20 pts","Silver","RODRIGUEZ Sebastian","ESP",2008
"Men","4x50 m Freestyle 20 pts","Silver","GORDILLO Jordi","ESP",2008
"Men","4x50 m Freestyle 20 pts","Silver","VIDAL Daniel","ESP",2008
"Men","4x50 m Freestyle 20 pts","Bronze","SEO Joon Sok","BRA",2008
"Men","4x50 m Freestyle 20 pts","Bronze","DIAS Daniel","BRA",2008
"Men","4x50 m Freestyle 20 pts","Bronze","SILVA Clodoaldo","BRA",2008
"Men","4x50 m Freestyle 20 pts","Bronze","DE LIMA Adriano","BRA",2008
"Men","4x100 m Freestyle 34 pts","Gold","ROBERTS David","GBR",2008
"Men","4x100 m Freestyle 34 pts","Gold","WALKER Matthew","GBR",2008
"Men","4x100 m Freestyle 34 pts","Gold","EDMUNDS Graham","GBR",2008
"Men","4x100 m Freestyle 34 pts","Gold","WELBOURN Robert","GBR",2008
"Men","4x100 m Freestyle 34 pts","Silver","AUSTIN Ben","AUS",2008
"Men","4x100 m Freestyle 34 pts","Silver","LEEK Peter","AUS",2008
"Men","4x100 m Freestyle 34 pts","Silver","BRAMHAM Sam","AUS",2008
"Men","4x100 m Freestyle 34 pts","Silver","COWDREY Matthew","AUS",2008
"Men","4x100 m Freestyle 34 pts","Bronze","WANG Xiaofu","CHN",2008
"Men","4x100 m Freestyle 34 pts","Bronze","WEI Yanpeng","CHN",2008
"Men","4x100 m Freestyle 34 pts","Bronze","GUO Zhi","CHN",2008
"Men","4x100 m Freestyle 34 pts","Bronze","XIONG Xiaoming","CHN",2008
"Men","4x50 m Medley 20 pts","Gold","DU Jianping","CHN",2008
"Men","4x50 m Medley 20 pts","Gold","LI Hanhua","CHN",2008
"Men","4x50 m Medley 20 pts","Gold","HE Junquan","CHN",2008
"Men","4x50 m Medley 20 pts","Gold","TANG Yuan","CHN",2008
"Men","4x50 m Medley 20 pts","Gold","LI Peng","CHN",2008
"Men","4x50 m Medley 20 pts","Gold","XU Qing","CHN",2008
"Men","4x50 m Medley 20 pts","Gold","YANG Yuanrun","CHN",2008
"Men","4x50 m Medley 20 pts","Gold","TIAN Rong","CHN",2008
"Men","4x50 m Medley 20 pts","Silver","AVELINO Francisco","BRA",2008
"Men","4x50 m Medley 20 pts","Silver","DIAS Daniel","BRA",2008
"Men","4x50 m Medley 20 pts","Silver","SILVA Clodoaldo","BRA",2008
"Men","4x50 m Medley 20 pts","Silver","VASCONCELOS Ivanildo","BRA",2008
"Men","4x50 m Medley 20 pts","Silver","DE LIMA Adriano","BRA",2008
"Men","4x50 m Medley 20 pts","Silver","SILVA Luis","BRA",2008
"Men","4x50 m Medley 20 pts","Bronze","GIL Vicente","ESP",2008
"Men","4x50 m Medley 20 pts","Bronze","TORRES Xavier","ESP",2008
"Men","4x50 m Medley 20 pts","Bronze","RODRIGUEZ Sebastian","ESP",2008
"Men","4x50 m Medley 20 pts","Bronze","TEN Ricardo","ESP",2008
"Men","4x50 m Medley 20 pts","Bronze","CIMADEVILA Pablo","ESP",2008
"Men","4x50 m Medley 20 pts","Bronze","VIDAL Daniel","ESP",2008
"Men","4x100 m Medley 34 pts","Gold","AUSTIN Ben","AUS",2008
"Men","4x100 m Medley 34 pts","Gold","LEEK Peter","AUS",2008
"Men","4x100 m Medley 34 pts","Gold","LEVY Matthew","AUS",2008
"Men","4x100 m Medley 34 pts","Gold","MOFFATTI Ricardo","AUS",2008
"Men","4x100 m Medley 34 pts","Gold","BRAMHAM Sam","AUS",2008
"Men","4x100 m Medley 34 pts","Gold","COWDREY Matthew","AUS",2008
"Men","4x100 m Medley 34 pts","Gold","BELL Daniel","AUS",2008
"Men","4x100 m Medley 34 pts","Gold","PENDLETON Rick","AUS",2008
"Men","4x100 m Medley 34 pts","Silver","TIAN Hengheng","CHN",2008
"Men","4x100 m Medley 34 pts","Silver","WANG Jiachao","CHN",2008
"Men","4x100 m Medley 34 pts","Silver","WANG Xiaofu","CHN",2008
"Men","4x100 m Medley 34 pts","Silver","WEI Yanpeng","CHN",2008
"Men","4x100 m Medley 34 pts","Silver","GUO Zhi","CHN",2008
"Men","4x100 m Medley 34 pts","Silver","WANG Renjie","CHN",2008
"Men","4x100 m Medley 34 pts","Silver","XIONG Xiaoming","CHN",2008
"Men","4x100 m Medley 34 pts","Silver","LIN Furong","CHN",2008
"Men","4x100 m Medley 34 pts","Bronze","POLTAVSKYI Ievgen","UKR",2008
"Men","4x100 m Medley 34 pts","Bronze","KALYNA Andriy","UKR",2008
"Men","4x100 m Medley 34 pts","Bronze","YASTREMSKYY Taras","UKR",2008
"Men","4x100 m Medley 34 pts","Bronze","SIROVATCHENKO Andriy","UKR",2008
"Men","50 m Freestyle S2","Gold","YANG Yang","CHN",2012
"Men","50 m Freestyle S2","Silver","KOKAREV Dmitrii","RUS",2012
"Men","50 m Freestyle S2","Bronze","MAKRODIMITRIS Aristeidis","GRE",2012
"Men","50 m Freestyle S4","Gold","MUSTAFAIEV Eskender","UKR",2012
"Men","50 m Freestyle S4","Silver","SMETANINE David","FRA",2012
"Men","50 m Freestyle S4","Bronze","POVYSIL Jan","CZE",2012
"Men","50 m Freestyle S5","Gold","DIAS Daniel","BRA",2012
"Men","50 m Freestyle S5","Silver","RODRIGUEZ Sebastian","ESP",2012
"Men","50 m Freestyle S5","Bronze","PERKINS Roy","USA",2012
"Men","50 m Freestyle S6","Gold","XU Qing","CHN",2012
"Men","50 m Freestyle S6","Silver","PEREZ ESCALONA Lorenzo","CUB",2012
"Men","50 m Freestyle S6","Bronze","ZHENG Tao","CHN",2012
"Men","50 m Freestyle S7","Gold","LAMBACK Lantz","USA",2012
"Men","50 m Freestyle S7","Silver","PAN Shiyun","CHN",2012
"Men","50 m Freestyle S7","Bronze","WALKER Matthew","GBR",2012
"Men","50 m Freestyle S8","Gold","TARASOV Denis","RUS",2012
"Men","50 m Freestyle S8","Silver","DEELEN Maurice","NED",2012
"Men","50 m Freestyle S8","Bronze","WANG Yinan","CHN",2012
"Men","50 m Freestyle S9","Gold","COWDREY Matthew","AUS",2012
"Men","50 m Freestyle S9","Silver","TOTH Tamas","HUN",2012
"Men","50 m Freestyle S9","Bronze","MARI ALCARAZ Jose Antonio","ESP",2012
"Men","50 m Freestyle S10","Gold","BRASIL Andre","BRA",2012
"Men","50 m Freestyle S10","Silver","STEIN Nathan","CAN",2012
"Men","50 m Freestyle S10","Bronze","PASTERFIELD Andrew","AUS",2012
"Men","50 m Freestyle S11","Gold","YANG Bozun","CHN",2012
"Men","50 m Freestyle S11","Silver","SNYDER Bradley","USA",2012
"Men","50 m Freestyle S11","Bronze","ENHAMED Enhamed","ESP",2012
"Men","50 m Freestyle S12","Gold","VERAKSA Maksym","UKR",2012
"Men","50 m Freestyle S12","Silver","NEVOLIN-SVETOV Aleksandr","RUS",2012
"Men","50 m Freestyle S12","Bronze","DUPREE Tucker","USA",2012
"Men","50 m Freestyle S13","Gold","BOUWER Charles","RSA",2012
"Men","50 m Freestyle S13","Silver","BOKI Ihar","BLR",2012
"Men","50 m Freestyle S13","Bronze","FEDYNA Oleksii","UKR",2012
"Men","100 m Freestyle S2","Gold","YANG Yang","CHN",2012
"Men","100 m Freestyle S2","Silver","KOKAREV Dmitrii","RUS",2012
"Men","100 m Freestyle S2","Bronze","MAKRODIMITRIS Aristeidis","GRE",2012
"Men","100 m Freestyle S4","Gold","SANCHEZ MARTINEZ Gustavo","MEX",2012
"Men","100 m Freestyle S4","Silver","ORIBE Richard","ESP",2012
"Men","100 m Freestyle S4","Bronze","SMETANINE David","FRA",2012
"Men","100 m Freestyle S5","Gold","DIAS Daniel","BRA",2012
"Men","100 m Freestyle S5","Silver","PERKINS Roy","USA",2012
"Men","100 m Freestyle S5","Bronze","RODRIGUEZ Sebastian","ESP",2012
"Men","100 m Freestyle S6","Gold","XU Qing","CHN",2012
"Men","100 m Freestyle S6","Silver","IWANOW Sebastian","GER",2012
"Men","100 m Freestyle S6","Bronze","PEREZ ESCALONA Lorenzo","CUB",2012
"Men","100 m Freestyle S7","Gold","PAN Shiyun","CHN",2012
"Men","100 m Freestyle S7","Silver","LEVY Matthew","AUS",2012
"Men","100 m Freestyle S7","Bronze","LAMBACK Lantz","USA",2012
"Men","100 m Freestyle S8","Gold","WANG Yinan","CHN",2012
"Men","100 m Freestyle S8","Silver","TARASOV Denis","RUS",2012
"Men","100 m Freestyle S8","Bronze","LISENKOV Konstantin","RUS",2012
"Men","100 m Freestyle S9","Gold","COWDREY Matthew","AUS",2012
"Men","100 m Freestyle S9","Silver","TOTH Tamas","HUN",2012
"Men","100 m Freestyle S9","Bronze","SORS Tamas","HUN",2012
"Men","100 m Freestyle S10","Gold","BRASIL Andre","BRA",2012
"Men","100 m Freestyle S10","Silver","RODRIGUES Phelipe Andrews Melo","BRA",2012
"Men","100 m Freestyle S10","Bronze","PASTERFIELD Andrew","AUS",2012
"Men","100 m Freestyle S11","Gold","SNYDER Bradley","USA",2012
"Men","100 m Freestyle S11","Silver","YANG Bozun","CHN",2012
"Men","100 m Freestyle S11","Bronze","HERBST Hendri","RSA",2012
"Men","100 m Freestyle S12","Gold","VERAKSA Maksym","UKR",2012
"Men","100 m Freestyle S12","Silver","NEVOLIN-SVETOV Aleksandr","RUS",2012
"Men","100 m Freestyle S12","Bronze","DUPREE Tucker","USA",2012
"Men","100 m Freestyle S13","Gold","BOKI Ihar","BLR",2012
"Men","100 m Freestyle S13","Silver","BOUWER Charles","RSA",2012
"Men","100 m Freestyle S13","Bronze","GOLINTOVSKII Aleksandr","RUS",2012
"Men","200 m Freestyle S2","Gold","YANG Yang","CHN",2012
"Men","200 m Freestyle S2","Silver","KOKAREV Dmitrii","RUS",2012
"Men","200 m Freestyle S2","Bronze","MAMISTVALOV Itzhak","ISR",2012
"Men","200 m Freestyle S4","Gold","SANCHEZ MARTINEZ Gustavo","MEX",2012
"Men","200 m Freestyle S4","Silver","SMETANINE David","FRA",2012
"Men","200 m Freestyle S4","Bronze","ORIBE Richard","ESP",2012
"Men","200 m Freestyle S5","Gold","DIAS Daniel","BRA",2012
"Men","200 m Freestyle S5","Silver","RODRIGUEZ Sebastian","ESP",2012
"Men","200 m Freestyle S5","Bronze","PERKINS Roy","USA",2012
"Men","200 m Freestyle S14","Gold","SVERRISSON Jon Margeir","ISL",2012
"Men","200 m Freestyle S14","Silver","FOX Daniel","AUS",2012
"Men","200 m Freestyle S14","Bronze","CHO Wonsang","KOR",2012
"Men","400 m Freestyle S6","Gold","MCDONALD Darragh","IRL",2012
"Men","400 m Freestyle S6","Silver","OLSSON Anders","SWE",2012
"Men","400 m Freestyle S6","Bronze","WHORWOOD Matthew","GBR",2012
"Men","400 m Freestyle S7","Gold","CRAIG Josef","GBR",2012
"Men","400 m Freestyle S7","Silver","PAN Shiyun","CHN",2012
"Men","400 m Freestyle S7","Bronze","GLADKOV Andrei","RUS",2012
"Men","400 m Freestyle S8","Gold","WANG Yinan","CHN",2012
"Men","400 m Freestyle S8","Silver","HYND Oliver","GBR",2012
"Men","400 m Freestyle S8","Bronze","HYND Sam","GBR",2012
"Men","400 m Freestyle S9","Gold","HALL Brenden","AUS",2012
"Men","400 m Freestyle S9","Silver","SORS Tamas","HUN",2012
"Men","400 m Freestyle S9","Bronze","MORLACCHI Federico","ITA",2012
"Men","400 m Freestyle S10","Gold","SILVERMAN Ian","USA",2012
"Men","400 m Freestyle S10","Silver","HUOT Benoit","CAN",2012
"Men","400 m Freestyle S10","Bronze","WELBOURN Robert","GBR",2012
"Men","400 m Freestyle S11","Gold","SNYDER Bradley","USA",2012
"Men","400 m Freestyle S11","Silver","ENHAMED Enhamed","ESP",2012
"Men","400 m Freestyle S11","Bronze","YANG Bozun","CHN",2012
"Men","400 m Freestyle S12","Gold","PUNKO Sergey","RUS",2012
"Men","400 m Freestyle S12","Silver","FLORIANO Enrique","ESP",2012
"Men","400 m Freestyle S12","Bronze","KLIPPERT Sergii","UKR",2012
"Men","400 m Freestyle S13","Gold","BOKI Ihar","BLR",2012
"Men","400 m Freestyle S13","Silver","CHUFAROV Danylo","UKR",2012
"Men","400 m Freestyle S13","Bronze","GOLINTOVSKII Aleksandr","RUS",2012
"Men","50 m Backstroke S1","Gold","BOIKO Hennadii","UKR",2012
"Men","50 m Backstroke S1","Silver","TAMPAXIS Christos","GRE",2012
"Men","50 m Backstroke S1","Bronze","GOLOVKO Oleksandr","UKR",2012
"Men","50 m Backstroke S2","Gold","YANG Yang","CHN",2012
"Men","50 m Backstroke S2","Silver","MAKRODIMITRIS Aristeidis","GRE",2012
"Men","50 m Backstroke S2","Bronze","KOKAREV Dmitrii","RUS",2012
"Men","50 m Backstroke S3","Gold","MIN Byeong-Eon","KOR",2012
"Men","50 m Backstroke S3","Silver","VYNOHRADETS Dmytro","UKR",2012
"Men","50 m Backstroke S3","Bronze","DU Jianping","CHN",2012
"Men","50 m Backstroke S4","Gold","REYES Juan","MEX",2012
"Men","50 m Backstroke S4","Silver","LYZHIKHIN Aleksei","RUS",2012
"Men","50 m Backstroke S4","Bronze","SANCHEZ MARTINEZ Gustavo","MEX",2012
"Men","50 m Backstroke S5","Gold","DIAS Daniel","BRA",2012
"Men","50 m Backstroke S5","Silver","HE Junquan","CHN",2012
"Men","50 m Backstroke S5","Bronze","VERECZKEI Zsolt","HUN",2012
"Men","100 m Backstroke S6","Gold","ZHENG Tao","CHN",2012
"Men","100 m Backstroke S6","Silver","JIA Hongguang","CHN",2012
"Men","100 m Backstroke S6","Bronze","IWANOW Sebastian","GER",2012
"Men","100 m Backstroke S7","Gold","FOX Jonathan","GBR",2012
"Men","100 m Backstroke S7","Silver","BOHODAYKO Yevheniy","UKR",2012
"Men","100 m Backstroke S7","Bronze","SPANJA Mihovil","CRO",2012
"Men","100 m Backstroke S8","Gold","LISENKOV Konstantin","RUS",2012
"Men","100 m Backstroke S8","Silver","TARASOV Denis","RUS",2012
"Men","100 m Backstroke S8","Bronze","HYND Oliver","GBR",2012
"Men","100 m Backstroke S9","Gold","COWDREY Matthew","AUS",2012
"Men","100 m Backstroke S9","Silver","CRISP James","GBR",2012
"Men","100 m Backstroke S9","Bronze","LIU Xiaobing","CHN",2012
"Men","100 m Backstroke S10","Gold","ZOOK Justin","USA",2012
"Men","100 m Backstroke S10","Silver","BRASIL Andre","BRA",2012
"Men","100 m Backstroke S10","Bronze","HUOT Benoit","CAN",2012
"Men","100 m Backstroke S11","Gold","ZALEVSKYY Dmytro","UKR",2012
"Men","100 m Backstroke S11","Silver","YANG Bozun","CHN",2012
"Men","100 m Backstroke S11","Bronze","SMYRNOV Viktor","UKR",2012
"Men","100 m Backstroke S12","Gold","NEVOLIN-SVETOV Aleksandr","RUS",2012
"Men","100 m Backstroke S12","Silver","DUPREE Tucker","USA",2012
"Men","100 m Backstroke S12","Bronze","KLIPPERT Sergii","UKR",2012
"Men","100 m Backstroke S13","Gold","BOKI Ihar","BLR",2012
"Men","100 m Backstroke S13","Silver","BOUWER Charles","RSA",2012
"Men","100 m Backstroke S13","Bronze","TAIGANIDIS Charalampos","GRE",2012
"Men","100 m Backstroke S14","Gold","EVERS Marc","NED",2012
"Men","100 m Backstroke S14","Silver","MOORES Aaron","GBR",2012
"Men","100 m Backstroke S14","Bronze","AU Kai Lun","HKG",2012
"Men","50 m Breaststroke SB2","Gold","DU Jianping","CHN",2012
"Men","50 m Breaststroke SB2","Silver","CASTORENA Arnulfo","MEX",2012
"Men","50 m Breaststroke SB2","Bronze","VYNOHRADETS Dmytro","UKR",2012
"Men","50 m Breaststroke SB3","Gold","SCHOENMAKER Michael","NED",2012
"Men","50 m Breaststroke SB3","Silver","LUQUE Miguel","ESP",2012
"Men","50 m Breaststroke SB3","Bronze","SUZUKI Takayuki","JPN",2012
"Men","100 m Breaststroke SB4","Gold","DIAS Daniel","BRA",2012
"Men","100 m Breaststroke SB4","Silver","FUENTES GARCIA Moises","COL",2012
"Men","100 m Breaststroke SB4","Bronze","TEN Ricardo","ESP",2012
"Men","100 m Breaststroke SB5","Gold","LIM Woo-Geun","KOR",2012
"Men","100 m Breaststroke SB5","Silver","GRUNENBERG Niels","GER",2012
"Men","100 m Breaststroke SB5","Bronze","RANGEL Pedro","MEX",2012
"Men","100 m Breaststroke SB6","Gold","BOHODAYKO Yevheniy","UKR",2012
"Men","100 m Breaststroke SB6","Silver","SCHMIDTKE Torben","GER",2012
"Men","100 m Breaststroke SB6","Bronze","BURKARD Christoph","GER",2012
"Men","100 m Breaststroke SB7","Gold","COCHRANE Blake","AUS",2012
"Men","100 m Breaststroke SB7","Silver","NAKAMURA Tomotaro","JPN",2012
"Men","100 m Breaststroke SB7","Bronze","LEVY Matthew","AUS",2012
"Men","100 m Breaststroke SB8","Gold","KALYNA Andriy","UKR",2012
"Men","100 m Breaststroke SB8","Silver","COWDREY Matthew","AUS",2012
"Men","100 m Breaststroke SB8","Bronze","DEELEN Maurice","NED",2012
"Men","100 m Breaststroke SB9","Gold","POLTAVTSEV Pavel","RUS",2012
"Men","100 m Breaststroke SB9","Silver","PAUL Kevin","RSA",2012
"Men","100 m Breaststroke SB9","Bronze","LIN Furong","CHN",2012
"Men","100 m Breaststroke SB11","Gold","YANG Bozun","CHN",2012
"Men","100 m Breaststroke SB11","Silver","KIMURA Keiichi","JPN",2012
"Men","100 m Breaststroke SB11","Bronze","MASHCHENKO Oleksandr","UKR",2012
"Men","100 m Breaststroke SB12","Gold","ZIMIN Mikhail","RUS",2012
"Men","100 m Breaststroke SB12","Silver","IZOTAU Uladzimir","BLR",2012
"Men","100 m Breaststroke SB12","Bronze","VERAKSA Maksym","UKR",2012
"Men","100 m Breaststroke SB13","Gold","FEDYNA Oleksii","UKR",2012
"Men","100 m Breaststroke SB13","Silver","SHARP Daniel","NZL",2012
"Men","100 m Breaststroke SB13","Bronze","DUBOVOY Roman","RUS",2012
"Men","100 m Breaststroke SB14","Gold","TANAKA Yasuhiro","JPN",2012
"Men","100 m Breaststroke SB14","Silver","PAVLENKO Artem","RUS",2012
"Men","100 m Breaststroke SB14","Bronze","EVERS Marc","NED",2012
"Men","50 m Butterfly S5","Gold","DIAS Daniel","BRA",2012
"Men","50 m Butterfly S5","Silver","PERKINS Roy","USA",2012
"Men","50 m Butterfly S5","Bronze","HE Junquan","CHN",2012
"Men","50 m Butterfly S6","Gold","XU Qing","CHN",2012
"Men","50 m Butterfly S6","Silver","ZHENG Tao","CHN",2012
"Men","50 m Butterfly S6","Bronze","OYAMA Kyosuke","JPN",2012
"Men","50 m Butterfly S7","Gold","PAN Shiyun","CHN",2012
"Men","50 m Butterfly S7","Silver","BOHODAYKO Yevheniy","UKR",2012
"Men","50 m Butterfly S7","Bronze","WANG Jingang","CHN",2012
"Men","100 m Butterfly S8","Gold","ROZOY Charles","FRA",2012
"Men","100 m Butterfly S8","Silver","WEI Yanpeng","CHN",2012
"Men","100 m Butterfly S8","Bronze","SONG Maodang","CHN",2012
"Men","100 m Butterfly S9","Gold","SORS Tamas","HUN",2012
"Men","100 m Butterfly S9","Silver","COWDREY Matthew","AUS",2012
"Men","100 m Butterfly S9","Bronze","MORLACCHI Federico","ITA",2012
"Men","100 m Butterfly S10","Gold","BRASIL Andre","BRA",2012
"Men","100 m Butterfly S10","Silver","GRIGORYEV Dmitry","RUS",2012
"Men","100 m Butterfly S10","Bronze","HASSIEM Achmat","RSA",2012
"Men","100 m Butterfly S11","Gold","SMYRNOV Viktor","UKR",2012
"Men","100 m Butterfly S11","Silver","ENHAMED Enhamed","ESP",2012
"Men","100 m Butterfly S11","Bronze","KIMURA Keiichi","JPN",2012
"Men","100 m Butterfly S12","Gold","MAKAROV Roman","RUS",2012
"Men","100 m Butterfly S12","Silver","PUNKO Sergey","RUS",2012
"Men","100 m Butterfly S12","Bronze","CLEGG James","GBR",2012
"Men","100 m Butterfly S13","Gold","BOKI Ihar","BLR",2012
"Men","100 m Butterfly S13","Silver","DUBOVOY Roman","RUS",2012
"Men","100 m Butterfly S13","Bronze","ANTALFY Timothy","AUS",2012
"Men","150 m Individual Medley SM3","Gold","DU Jianping","CHN",2012
"Men","150 m Individual Medley SM3","Silver","VYNOHRADETS Dmytro","UKR",2012
"Men","150 m Individual Medley SM3","Bronze","LI Hanhua","CHN",2012
"Men","150 m Individual Medley SM4","Gold","LESLIE Cameron","NZL",2012
"Men","150 m Individual Medley SM4","Silver","SANCHEZ MARTINEZ Gustavo","MEX",2012
"Men","150 m Individual Medley SM4","Bronze","SUZUKI Takayuki","JPN",2012
"Men","200 m Individual Medley SM6","Gold","XU Qing","CHN",2012
"Men","200 m Individual Medley SM6","Silver","KINDRED Sascha","GBR",2012
"Men","200 m Individual Medley SM6","Bronze","ZHENG Tao","CHN",2012
"Men","200 m Individual Medley SM7","Gold","BOHODAYKO Yevheniy","UKR",2012
"Men","200 m Individual Medley SM7","Silver","GARCIA-TOLSON Rudy","USA",2012
"Men","200 m Individual Medley SM7","Bronze","LEVY Matthew","AUS",2012
"Men","200 m Individual Medley SM8","Gold","HYND Oliver","GBR",2012
"Men","200 m Individual Medley SM8","Silver","WANG Jiachao","CHN",2012
"Men","200 m Individual Medley SM8","Bronze","DEELEN Maurice","NED",2012
"Men","200 m Individual Medley SM9","Gold","COWDREY Matthew","AUS",2012
"Men","200 m Individual Medley SM9","Silver","KALYNA Andriy","UKR",2012
"Men","200 m Individual Medley SM9","Bronze","MORLACCHI Federico","ITA",2012
"Men","200 m Individual Medley SM10","Gold","HUOT Benoit","CAN",2012
"Men","200 m Individual Medley SM10","Silver","BRASIL Andre","BRA",2012
"Men","200 m Individual Medley SM10","Bronze","PENDLETON Rick","AUS",2012
"Men","200 m Individual Medley SM11","Gold","YANG Bozun","CHN",2012
"Men","200 m Individual Medley SM11","Silver","SMYRNOV Viktor","UKR",2012
"Men","200 m Individual Medley SM11","Bronze","MASHCHENKO Oleksandr","UKR",2012
"Men","200 m Individual Medley SM12","Gold","VERAKSA Maksym","UKR",2012
"Men","200 m Individual Medley SM12","Silver","NEVOLIN-SVETOV Aleksandr","RUS",2012
"Men","200 m Individual Medley SM12","Bronze","PUNKO Sergey","RUS",2012
"Men","200 m Individual Medley SM13","Gold","BOKI Ihar","BLR",2012
"Men","200 m Individual Medley SM13","Silver","DUBOVOY Roman","RUS",2012
"Men","200 m Individual Medley SM13","Bronze","CHUFAROV Danylo","UKR",2012
"Women","50 m Freestyle S3","Gold","XIA Jiangbo","CHN",2012
"Women","50 m Freestyle S3","Silver","SVIDERSKA Olga","UKR",2012
"Women","50 m Freestyle S3","Bronze","VALLE Patricia","MEX",2012
"Women","50 m Freestyle S5","Gold","PROLOGAIEVA Nataliia","UKR",2012
"Women","50 m Freestyle S5","Silver","PERALES Teresa","ESP",2012
"Women","50 m Freestyle S5","Bronze","PEZARO Inbal","ISR",2012
"Women","50 m Freestyle S6","Gold","DE KONING-PEPER Mirjam","NED",2012
"Women","50 m Freestyle S6","Silver","ARLEN Victoria","USA",2012
"Women","50 m Freestyle S6","Bronze","SIMMONDS Eleanor","GBR",2012
"Women","50 m Freestyle S7","Gold","FRENEY Jacqueline","AUS",2012
"Women","50 m Freestyle S7","Silver","JORDAN Cortney","USA",2012
"Women","50 m Freestyle S7","Bronze","PALIAN Ani","UKR",2012
"Women","50 m Freestyle S8","Gold","WEGGEMANN Mallory","USA",2012
"Women","50 m Freestyle S8","Silver","ELLIOTT Maddison","AUS",2012
"Women","50 m Freestyle S8","Bronze","JIANG Shengnan","CHN",2012
"Women","50 m Freestyle S9","Gold","LIN Ping","CHN",2012
"Women","50 m Freestyle S9","Silver","WATKIN Louise","GBR",2012
"Women","50 m Freestyle S9","Bronze","COLE Ellie","AUS",2012
"Women","50 m Freestyle S10","Gold","MORTIMER Summer Ashley","CAN",2012
"Women","50 m Freestyle S10","Silver","PASCOE Sophie","NZL",2012
"Women","50 m Freestyle S10","Bronze","LORANDI Elodie","FRA",2012
"Women","50 m Freestyle S11","Gold","CAMELLINI Cecilia","ITA",2012
"Women","50 m Freestyle S11","Silver","LI Guizhi","CHN",2012
"Women","50 m Freestyle S11","Bronze","FISHER Mary","NZL",2012
"Women","50 m Freestyle S12","Gold","SAVCHENKO Oxana","RUS",2012
"Women","50 m Freestyle S12","Silver","PRONINA Natali","AZE",2012
"Women","50 m Freestyle S12","Bronze","STUKALOVA Darya","RUS",2012
"Women","50 m Freestyle S13","Gold","BECHERER Kelley","USA",2012
"Women","50 m Freestyle S13","Silver","GRAND-MAISON Valerie","CAN",2012
"Women","50 m Freestyle S13","Bronze","WATT Prue","AUS",2012
"Women","100 m Freestyle S3","Gold","XIA Jiangbo","CHN",2012
"Women","100 m Freestyle S3","Silver","SVIDERSKA Olga","UKR",2012
"Women","100 m Freestyle S3","Bronze","VALLE Patricia","MEX",2012
"Women","100 m Freestyle S5","Gold","PERALES Teresa","ESP",2012
"Women","100 m Freestyle S5","Silver","PROLOGAIEVA Nataliia","UKR",2012
"Women","100 m Freestyle S5","Bronze","PEZARO Inbal","ISR",2012
"Women","100 m Freestyle S6","Gold","ARLEN Victoria","USA",2012
"Women","100 m Freestyle S6","Silver","SIMMONDS Eleanor","GBR",2012
"Women","100 m Freestyle S6","Bronze","GROEPPER Tanja","GER",2012
"Women","100 m Freestyle S7","Gold","FRENEY Jacqueline","AUS",2012
"Women","100 m Freestyle S7","Silver","JORDAN Cortney","USA",2012
